course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
AJ,220,Constitutional Law,"The U.S. Constitution is e[amined as a basis of arrest, search, seizure, interrogation, use of force and civil rights. U.S. Supreme Court cases and Hawai‘i Court cases are e[amined to illustrate the court¶s interpretive process.",3,Administration of Justice,383190,Pre: AJ 101; Lecture Hours: 3
AJ,221,Criminal Law,"Studies history and philosophy of criminal law. E[amines United States Constitution, especially the Bill of Rights. Considers nature of law, legal institutions, criminal court procedures, and offenses against persons and property. Includes case briefs.",3,Administration of Justice,383190,Pre: AJ 101; Lecture Hours: 3
AJ,233,Police Organization and Management,"Studies the principles of organization and administration of policing. Overviews of operations and activities of various divisions, bureaus, training and selection procedures, planning, and research are discussed.",3,Administration of Justice,383190,Pre: “C” or better in Eng 21 or “C” or better in ESL 21 or “C” or better in Eng 22 or (“C” or better in ESL 22G and “C” or better in ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; Lecture Hours: 3
AJ,234,Police and Community Relations,Acquaints the student with the role of police in government and the critical importance of effective community relations. The dynamics of race relations and other current social problems that directly relate to the law enforcement community are explored.,3,Administration of Justice,383190,Pre: “C” or better in Eng 21 or “C” or better in ESL 21 or “C” or better in Eng 22 or (“C” or better in ESL 22G and “C” or better in ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; Lecture Hours: 3
AJ,256,Dynamics of Family Violence and Sexual Assault,"Promotes knowledge, skills, sensitivity, and self-care practices for engaging individuals and families affected by interpersonal violence. Examines historical, societal, and legal responses and resources. The content focuses on physical, emotional, and sexual victimization of vulnerable populations like children, elders and LGBT4+. Addresses dating violence, human trafficking, and intimate partner violence. Examines current research on social, economic, cultural, family, and individual risk factors, perpetrator dynamics, effects of violence on victims and survivors, and effective intervention and prevention strategies. Learners have an opportunity to explore their own values and feelings in relation to difficult subject matter.",3,Administration of Justice,383190,Pre: “C” or better in Eng 21 or “C” or better in ESL 21 or “C” or better in Eng 22 or (“C” or better in ESL 22G and “C” or better in ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; Lecture Hours: 3
AJ,280,Current Issues in the Administration of Justice,"Examination of recent textual materials, government reports, and problems within the criminal justice system and how it affects change within American society and the world. Includes preparation of a formal research essay.",3,Administration of Justice,383190,Pre: AJ 101; and Eng 100 or Eng 100E; Lecture Hours: 3
AJ,285,Narcotics and Organized Crime,"The identification of narcotics and dangerous drugs, their manufacture and distribution, effects on society, applicable Federal and state laws. Vice and organized crime investigations, applicable laws, effects on individuals and society.",3,Administration of Justice,383190,Pre: Eng 21 or ESL 21 or placement in Eng 102; Lecture Hours: 3
AJ,290B,AJ Practicum I,"With the cooperation of public and nonprofit agencies in the community, advanced students are placed in responsible positions where they earn credits for work performed. For AJ majors only.",3-6,Administration of Justice,383190,Pre: AJ 101 and (AJ 210 or AJ 256)
AJ,290C,AJ Practicum II,"With the cooperation of public and nonprofit agencies in the community, advanced students are placed in responsible positions where they earn credits for work performed.",3-6,Administration of Justice,383190,Pre: AJ 290B
AJ,290D,AJ Practicum III,"With the cooperation of public and nonprofit agencies in the community, advanced students are placed in responsible positions where they earn credits for work performed.",3-6,Administration of Justice,383190,Pre: AJ 290C
Ag,122,Soil Technology,"Studies identification, preparation, and fertilization of soils. Discusses soil formation, soil classification, soil reaction, soil and water relationships, soil protection, and irrigation practices. Emphasizes sustainable management systems.",3,Agriculture,383190,Lecture Hours: 2; Lab Hours: 3
Ag,130,Agroforestry Business Management,"Introduces agroforestry and forestry management practices including decision making, record keeping, cash Àow, use of the computer as a management tool, and marketing of agricultural and forestry products.",3,Agriculture,383190,Pre: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; and Math 82X or placement in Math 100 or placement in Math 103; Lecture Hours: 3
Ag,131,"Farm Equipment, Machinery and Power","Farm equipment and machinery, their selection, management, principles of operation; testing, adjustment and servicing of gasoline engines, engine components.",3,Agriculture,383190,Lecture Hours: 6
Ag,133,Greenhouse Construction,Practice in planning the layout of physical facilities common on the farm; practice in the construction and maintenance of small structures.,3,Agriculture,383190,Lecture Hours: 6
Ag,140,Plant Identification,"Identification of imported and native Àora, beneficial and detrimental, and their uses.",3,Agriculture,383190,Lecture Hours: 6
Ag,141,Integrated Pest Management,"Introduction to the principles involved in the control of plant diseases and pests including bacteria, fungi, nematodes, insects, and weeds. Various methods of controlling pests, including the correct method of selecting and applying pesticides will be covered. A report on the diseases of a crop is required.",3,Agriculture,383190,Lecture Hours: 6
Ag,146,Landscape Maintenance,"An introduction to landscape maintenance and construction. Skills taught include pruning, fertilizing, planting, pest control, reading of a blueprint, and nursery management. The correct use of specific power tools and equipment used in landscape maintenance and construction will be covered. The identification of plants commonly found in the landscape will also be covered.",3,Agriculture,383190,Lecture Hours: 2; Lab Hours: 3
Ag,154,Tropical Agriculture Production I,"An introduction to the culture of various horticultural enterprises commonly grown in Hawai‘i during the Fall of each year. The course includes field preparation considerations, propagation, controlling the environment, pest control, fertilization, and marketing. These enterprises include floral, vegetable, fruits, and foliage crops. A hands-on approach to crop production will be employed and farm management will be stressed.",6,Agriculture,383190,Lecture Hours: 12
Ag,155,Tropical Agriculture Production II,"An introduction to various horticultural enterprises, commonly cultivated in Hawai‘i during the Spring each year. The course includes field preparation considerations, propagation, controlling the environment, pest control, fertilization, and marketing. The enterprises include floral, vegetable, fruits, and foliage crops. The “hands-on” approach to agriculture production is employed and farm record keeping for farm management is stressed.",6,Agriculture,383190,Lecture Hours: 12
Ag,157,Marketing of Agriculture Products,"This course deals with the principles and practices of selecting, processing, handling, and selling of agriculture products. Principles of marketing and the marketing of specific crops are covered. The student will be introduced to the use of the Internet to research markets. A report on the marketing of a crop is required.",3,Agriculture,383190,Pre: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; and QM 80 or placement in QM 120T; Lecture Hours: 3
Ag,164,Integrated Livestock Production and Animal Science,"Explores agriculture and animal science by bridging the gap between livestock production and the science behind it. The course will introduce students to the biology, behavior, and management of animals like poultry, swine, sheep and goats. Topics may include physiology, anatomy, nutrition, production, reproduction, behavior, care and management to achieve productivity, performance, and welfare. Students will engage in both classroom and field experiences.",3,Agriculture,383190,Lecture Hours: 3
Ag,175,Agroforestry,"Designed for students in Forest TEAM and related careers. Methods of designing mixed forestry and agricultural systems combining long-term tree crops with understory plants. Topics include choosing the combination of trees and understory plants for growth characteristics, climate zone, substrate, slope and economic goals; planting methods using nitrogen fixing plants and mulch crops to build a healthy soil ecosystem; methods of reducing soil erosion; incorporating native plants and medicinal plants; plant propagation; and use of shade and mulch to reduce weed problems.",3,Agriculture,383190,Pre: “C” or better in Eng 21 or “C” or better in ESL 21 or “C” or better in Eng 22 or (“C” or better in ESL 22G and “C” or better in ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; and Math 75X or placement in Math 82X or placement in Math 115; Lecture Hours: 3
Ag,175L,Agroforestry Laboratory,"Designed for students in Forest TEAM and related careers. Laboratory to accompany Ag 175, Agroforestry. Field exercises in methods of designing mixed forestry and agricultural systems combining long-term tree crops with understory plants. Topics include choosing the combination of trees and understory plants for growth characteristics, climate zone, substrate, slope and economic goals; planting methods using nitrogen fixing plants and mulch crops to build a healthy soil ecosystem; methods of reducing soil erosion; incorporating native plants and medicinal plants; plant propagation; and use of shade and mulch to reduce weed problems.",1,Agriculture,383190,Lab Hours: 3
Ag,190V,Internship,"Designed for students in Forest TEAM and related careers. An internship with a government or private agency or commercial operation in the area of tropical forest ecosystem management or agroforestry or related forest or ecosystem occupations. The internship program is intended to give students the opportunity to apply knowledge and skills learned in the Forest TEAM program to real life forest ecosystem management and agroforestry operations with potential employers. May be repeated for credit, up to 6 credits.",1-4,Agriculture,383190,Pre: Ag 175; and Geo 170; Lecture Hours: variable; Lab Hours: variable
Ag,192,Selected Topics in Forest Ecosystem Management,"Selected topics allows addition of subjects that meet current needs in Agroforestry and Forest Ecosystem Management. It will be used for elective credit and may be repeated for different subjects. Examples include Forest Fire training, Pesticide training, and Tissue Culture. May be repeated for credit, up to 4 credits.",1,Agriculture,383190,Pre: Eng 21 or ESL 21 or placement in Eng 102; and Math 82X or placement in Math 100; Lecture Hours: 1
Ag,200,Principles of Horticulture,"Introduces botany and plant physiology. Discusses plant nutrients, moisture, environmental requirements and plant propagation. Studies culture and production techniques for selected ornamental crops. Plant propagation techniques and the cultivation of selected economic crops will be covered using a student garden and greenhouse.",4,Agriculture,383190,Pre: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; and QM 80 or placement in Math 82X or placement in QM 120T; Lecture Hours: 3; Lab Hours: 3
Ag,230,Agriculture Business Management,"Introduces the student to agricultural business management practices including the role of a manager, decision making, record keeping, budgeting, financial statements, ratio analysis, and cash flow analysis. The computer will be used to develop cash flow statements, a resume, and conduct research over the web. The foundation of a business plan will be developed.",3,Agriculture,383190,"CoReq: Ag 200 (or prior completion)
(6 lec/lab hrs.)"
Ag,245,Tropical Silviculture and Forest Plant Propagation,"Designed for students in Forest TEAM and related careers. Ecology, restoration and management of native and non-native forest ecosystems. Classification, identification, structure, growth and development of trees and understory plants in forest ecosystems. Selection, propagation and cultivation of seeds and propagules.",3,Agriculture,383190,"PreReq: Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E; and Math 75X or Math 82X or placement in Math 103 or placement in Math 115; and “C” or better in Ag 175
CoReq: Ag 245L
(3 lec hrs.)"
Ag,245L,Tropical Silviculture and Forest Plant Propagation Lab,"Designed for students in Forest TEAM and related careers. Laboratory in ecology, restoration and management of native and non-native forest ecosystems. Field methods of classification, identification, structure, growth and development of trees and understory plants in forest ecosystems. Field and greenhouse selection, propagation and cultivation of seeds and propagules.",1,Agriculture,383190,"CoReq: Ag 245
(3 lab hrs.)"
Ag,250,Sustainable Crop Production,"An introduction to production methods for selected crops; compares conventional and alternative methods of production, and analyzes the effects of these practices. Examines economic and social impacts.",3,Agriculture,383190,"PreReq: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102
(3 lec hrs.)"
Ag,250L,Sustainable Crop Production Lab,A laboratory course which gives the student practical experience in the application and/or the demonstration of agricultural practices which have a minimal negative impact on the farm and the community.,1,Agriculture,383190,"CoReq: Ag 250 (or prior completion)
(3 lab hrs.)"
Ag,260,Tropical Landscape Horticulture,"Introduces the student to the elements of landscape design, planning, and plan implementation. The areas covered include design principles, functional aesthetics, reading and development of landscape plants, and cost estimates.",3,Agriculture,383190,"PreReq: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; and QM 80 or placement in Math 82X or placement in QM 120T
(6 lec/lab hrs.)"
Ag,275,Forest Pest Management,"Designed for students in Forest TEAM and related careers. Identification of pests and other threats to forestry operations and native forests. Survey of major diseases, invertebrate pests, vertebrate pests, and invasive plants that threaten tropical forests with an emphasis on Hawai‘i. Use of pest management techniques assist in pest control.",3,Agriculture,383190,"PreReq: Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E; and Math 75X or Math 82X or placement in Math 103 or placement in Math 115
CoReq: Ag 275L
Recommended: Biol 101 or Biol 172 or Bot 101 or Zool 101
(3 lec hrs.)"
Ag,275L,Forest Pest Management Lab,"Designed for students in Forest TEAM and related careers. Lab to identify pests and other threats to agroforestry operations and native forests, including methods of control. Survey of major diseases, invertebrate pests, vertebrate pests, and invasive plants that threaten forests in Hawai‘i, and use of pest management techniques assist in pest control.",1,Agriculture,383190,"CoReq: AG 275
(3 lab hrs.)"
Ag,291,Rural and Urban Remote Sensing,Places an emphasis on collecting data using remote sensing equipment and software. It will provide students with field experiences in the methods used to assess natural resources and environmental designs. Students will gain experience collecting and interpreting UAS drone data using different sensors. Students will be exposed to a variety of environmental sampling methods that are used in assessing ecosystems. Analysis of data will include site development and sustainable measure guidelines used by various national organizations and programs.,4,Agriculture,383190,"Cross-listed as EngT 291
PreReq: EngT 107 and (EngT 270 or Geo 270)
(8 lec/lab hrs.)"
Anth,121,Introduction to Language,"An introduction to the study of language from an anthropological perspective. Broad topics include ethnolinguistics (language and culture), sociolinguistics (language and society), psycholinguistics (language and cognition), and core subfields in linguistics; phonology (sound system), morphology (word structure), and syntax (sentence structure). More emphasis will be given to anthropological methods and cultural concepts in Anth/Ling 121 than in Ling 102, where linguistic approaches are emphasized.",3,Anthropology,383190,"Cross-listed as Ling 121
PreReq: “C” or better in Eng 22 or (“C” or better in ESL 22G and “C” or better in ESL 22W) or placement in Eng 100 or placement in Eng 100E
(3 lec hrs.)"
Anth,150,Human Adaptations,"A survey course of physical anthropology. Major topics include primates, human evolution, human adaptations to the present and future world, and global variations in human cultural adaptations.",3,Anthropology,383190,"PreReq: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102
(3 lec hrs.)"
Anth,200,Cultural Anthropology,"Humans as cultural and social beings. The major concepts and conclusions of cultural anthropology. Biological, social, and linguistic foundations of culture. Research methods.",3,Anth,383190,Pre: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; Lecture Hours: 3
Anth,235,Intermediate Linguistic Analysis: Regional Survey of Austronesian Languages,"Building on skills acquired in Linguistics 102 or Ling/Anth 121, this course emphasizes intermediate phonological, morphological, syntactic, and historical-comparative analyses of language; it typologically surveys the Austronesian (AN) language family (including several Polynesian languages), focusing on its geographical distribution, major languages, the branching of its family tree, and its linguistic/cultural diversity. Data from non-AN Southeast Asian and Indo-European languages will be included to introduce key concepts and provide contrast.",3,Anth,383190,Pre: “C” or better in Anth 121 or “C” or better in Ling 102 or “C” or better in Ling 121; and “C” or better in Eng 100 or “C” or better in Eng 100E; and “C” or better in Eng 102; Lecture Hours: 3
AEC,113,Geomatics and Land Surveying I,"Introduction to geomatics and land surveying science, terminology, field practices, equipment, and hardware and software for measuring, locating, and mapping geographic features on the face of the earth. Students will learn how to set up survey field equipment, and take notes for turning and measuring horizontal and vertical angles and distances from a known reference baseline. Survey data will be collected and analyzed for blunders and errors, and mathematically adjusted for input into CAD or other survey office software.",2,AEC,383190,Lecture Hours: 4
AEC,115,Introduction to Architecture,"Designed for students interested in the architectural field. Overview of the architectural profession includes professional ethics, industry organizational structure, licensing and its educational requirements, typical framework of architectural firms, compensation, model codes, awarding of contracts and legal requirements for construction projects, project administration, professional organizations, and career opportunities in related fields. Covers the work of significant architects and the importance of the creative thinking process and its application to basic design theory. Exercises emphasize the development of basic skills used in the design of simplified architectural projects.",2,AEC,383190,Pre: Placement in Eng 20 or placement in ESL 20; Lecture Hours: 4
AEC,249,Introduction to Drafting Career Success,"An introduction to standard and effective business practices. Students will learn the importance of proposals, project management, communication with clients, and invoicing. Taxes and business licenses will also be explored along with basics of job seeking skills such as resume writing, job interviews, and proper attire.",1,AEC,383190,Pre: AEC 115; Lecture Hours: 1
Art,101,Introduction to the Visual Arts,"Introduction to the Visual Arts, the nature of the visual arts, and their expression in various forms.",3,Art,383190,Pre: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; Lecture Hours: 3
Art,105B,Introduction to Ceramics - Hand Building,An introduction to three dimensional concepts in clay through hand building techniques.,3,Art,383190,Lecture Hours: 6
Art,105C,Introduction to Ceramics - Wheel Throwing,Three dimensional concepts in clay through wheel throwing techniques.,3,Art,383190,Lecture Hours: 6
Art,107D,Intro to Digital Photography,An introduction to digital photography. Students will learn basic camera techniques and how to convert their images to digital ones. Will provide the student with basic aesthetic principles as well as an extensive range of practical photographic techniques needed for entry into the photographic workplace and/or for artistic expression. It provides experience in traditional and contemporary photographic techniques for Art and Multimedia Design.,3,Art,383190,Lecture Hours: 6
Art,108,Elementary Studio: Drawing and Painting,Painting and drawing studio with emphasis on materials and techniques.,3,Art,383190,Lecture Hours: 6
Art,111,Introduction to Watercolor Painting,"An introduction to watercolor materials and techniques, including an introduction to Oriental brush painting.",3,Art,383190,Lecture Hours: 6
Art,112,Introduction to Digital Arts,Studio introduction to digital technology and its applications to the production of visual art. Emphasis will also be placed on developing an aesthetic criteria for evaluation.,3,Art,383190,Pre: Eng 21 or ESL 21 or Eng 22 or (ESL 22G and ESL 22W) or placement in Eng 100 or placement in Eng 100E or placement in Eng 102; Lecture Hours: 6
Art,113,Introduction to Drawing,"Two-dimensional visualization and rendering of forms, spaces and ideas through a variety of approaches and media.",3,Art,383190,Pre: Recommended: Art 101; Lecture Hours: 6; Lab Hours: 6
Art,114,Introduction to Color,A studio course in aspects and theories of color and their practical applications.,3,Art,383190,Pre: Recommended: Art 101; Lecture Hours: 6; Lab Hours: 6
Art,115,Introduction to 2D Design,"Basic two-dimensional designs, concepts, elements and principles of organization.",3,Art,383190,Pre: Recommended: Art 101; Lecture Hours: 6; Lab Hours: 6
Art,120,Intro to Typography,Explores letterforms and word compositions in the context of design-ing with type. Projects and lectures include traditional terms and classifications through contemporary digital typesetting technology.,3,Art,383190,Pre: PreReq: “C” or better in Art 112 and “C” or better in Art 115; Lecture Hours: 6; Lab Hours: 6
Art,123,Introduction to Painting,Theory and practice of painting: basic material and technical procedure will be addressed. Oil or acrylic.,3,Art,383190,Pre: PreReq: Art 113; Lecture Hours: 6; Lab Hours: 6
Art,125,Introduction to Graphic Design,"Introduces various ways of organizing visual elements in page design and examines the conceptual meaning of text and image in combination. Structural systems such as grids; modules; and the design principles of emphasis, balance, rhythm, scale and unity are used to organize visual information. Photographs, illustrations and text are integrated using page layout software.",3,Art,383190,Pre: CoReq: Art 112 (or prior completion with a “C” or better) or Art 115 (or prior completion with a “C” or better); Lecture Hours: 6; Lab Hours: 6
Art,126,3D Computer Graphics I,"Provides introductory studio experience in 3D computer graphic concepts with MAYA. Emphasis will also be placed on developing an aesthetic criterion for evaluation. May be repeated for credit, up to 6 credits.",3,Art,383190,Pre: PreReq: “C” or better in Art 112; Lecture Hours: 6; Lab Hours: 6
Art,135,Papermaking,"Introduces traditional and experimental techniques in papermaking. Students will prepare paper pulp, pulp from raw plant fibers, and press sheet fibers to make editions of paper. The handmade paper will then be used in various art making processes. May be repeated for credit, up to 6 credits.",3,Art,383190,Lecture Hours: 6; Lab Hours: 6
