course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
AERS,354,UAS Robotics,"The core technologies of unmanned aircraft systems are examined. Students become familiar with UAS at the component level. Working in teams students will build a UAS, choose and retrofit a payload, and program the control software.",3,Aeronautical Sciences,141565,{}
AERS,355,Domestic &amp; International Nav,"Domestic and International navigation, planning, procedures, and techniques. Provides basic understanding of IFR domestic and international flights and gives students a fundamental knowledge of international contingency planning and emergency procedures. Pre: AERS  251 and MATH  140 or Instructor's Consent",3,Aeronautical Sciences,141565,{}
AERS,370,Prep for Single/Multi Eng Flt,Pre-departure orientation course for students continuing on to flight school. Review concepts and simulation maneuvers taught in previous courses as well as discuss common issues encountered by students attending flight school and how to mitigate them. Pre: AERS  260,1,Aeronautical Sciences,141565,{}
AERS,387,Crew Resource Management,"History and development of current industry CRM training programs is reviewed. Students learn to recognize crew errors, demonstrate the ability to mitigate the error consequences, and to function as an effective member of a professional flight crew. Pre: AERS  251",3,Aeronautical Sciences,141565,{}
AERS,388,Crew Resource Mgt &amp; Crew Ops,"Concepts in Crew Resource Management relating to responsibility and authority of the Pilot in Command, crew member roles, conflict management, flight operation procedures, in-flight hazards and emergency procedures. To be taught offsite at flight provider. Offered as CR/NC only. PRE: Approval of AERS Program.",2,Aeronautical Sciences,141565,{}
AERS,420,Commercial Cert Multi-Engine,Flight course covering multi-engine aerodynamics and maneuvering with one engine inoperative. FAA Commercial Pilot Airplane exam and FAA Commercial Multi-Engine checkride. To be taught offsite at flight provider. Offered as CR/NC only. PRE: Approval of AERS Program.,5,Aeronautical Sciences,141565,{}
AERS,421,Commercial Single Eng Add-on,"Advanced knowledge of single-engine systems and characteristics, aerodynamics. Engine failure operations and procedures. Commercial single-engine checkride. To be taught offsite at flight provider. Offered as CR/NC only. PRE: Approval of AERS Program.",2,Aeronautical Sciences,141565,{}
AERS,452,UAS Flight,"This course will guide new pilots to safely operate rotor- wing and fixed-wing unmanned aircraft systems (UAS). This course includes essentials of risk mitigation and accident prevention, teamwork and Crew Resource Management (CRM), and focuses on data recovery. Pre: AERS  354",3,Aeronautical Sciences,141565,{}
AERS,471,Airline Operations,"Discusses major air carrier organizational structure and relationships of operations with marketing, maintenance and safety. Provides students with current airline transport pilot operational policies and procedures and discusses their relationship to other departments within the total airline corporate structure. Pre: AERS  387",1,Aeronautical Sciences,141565,{}
AERS,472,Pilot Professional Development,"Develop career goals, objectives, and gain an understanding of the career pilot hiring process. Research the industry an potential employers using available resources. This course will reinforce the prospective graduates skills necessary to develop effective interviewing, letter and resume-writing skills. Pre: AERS  387",1,Aeronautical Sciences,141565,{}
AERS,473,Leadership as a Pilot,"Leadership techniques that pilots need to succeed in their careers. Topics covered will include leadership theory and dynamics, problem solving, and communication strategies. Pre: AERS  387",1,Aeronautical Sciences,141565,{}
AERS,495,Professional Seminar,Careers in aeronautical science are not limited to pilots. Pilots should not limit their training to flying alone. This course offers the opportunity for interns to reflect on knowledge gained in volunteer service. Wisdom is shared with other students. Pre: AERS  387 or Instructor's Consent.,3,Aeronautical Sciences,141565,{}
AG,100,Intro to Agricultural Sciences,"Introduction to diverse disciplines of agricultural sciences, industry, and contemporary issues in agriculture. (Attributes: FGB)",3,Agriculture,141565,{}
AG,200,Agro-Environmental Science Com,"This writing intensive and communications course will consist of short lectures to demonstrate types of scientific writing and speaking by comparison of types of writing, presentations by invited speakers to demonstrate different speaking styles, and library and online research to develop a coherent, well-written scientific review consisting of a short, five page paper to be handed in and presented in class using Power Point.",3,Agriculture,141565,{}
AG,304,Applied Microbiology,"An overview of the production aspects of microbiology, including fermentation biology, mushroom cultivation, and biotechnology. Pre: BIOL  171 or instructor consent.",3,Agriculture,141565,{}
AG,375,Intro To Genetic Analysis,"An introduction to the principles and methods of genetic studies.  The principles are first covered, especially with regard to crop improvement.  This is followed by an overview of the structure and function of DNA and RNA, and an introduction to the tools and applications of molecular biology. Pre: BIOL  171",3,Agriculture,141565,{}
AG,403,Ag Biotechnology for Educators,"This course is an overview of modern agricultural biotechnology with an emphasis on contemporary case studies.  It is geared toward students, teachers, and extension personnel with an interest in this field.  Thus, it will include instructional methods and alignment to state DOE standards.  A firm grasp of biology and some understanding of genetics is assumed.  Pre: BIOL  171 or instructor consent.",3,Agriculture,141565,{}
AG,405,Agricultural Biotechnology,"This course will provide basic information about agricultural biotechnology, with examples of its uses. Topics will include overviews of gene and genome analysis, transgenic technology, and bioinformatics, with an emphasis on crop improvement. Pre: at least 1 biology course.",3,Agriculture,141565,{}
AG,496,Prof Develop for the Sciences,Guided research into current problems.  Topics may vary according to interest of students and instructor. CR/NC only.,1,Agriculture,141565,{}
AGBU,120,Ag Bus Field Study,"Agribusiness and agrieconomic functions performed by specialized agricultural agencies with emphasis on physical operating patterns;  field trips to production, marketing and finance firms;  workshops with agribusiness managers.",1–3,Agribusiness,141565,{}
AGBU,320,Agribus Management,"Organization forms and management functions of agribusiness firms, management science principles, inventory control, operation research techniques, decision model, and human resources development as they are related to agribusiness firms.",3,Agribusiness,141565,{}
AGBU,340,Agri-Marketing Research,"Primary marketing research including problem, definition, hypothesis formulation, research design, data collection, and results analysis.  Mechanics of writing technical reports and oral presentations.  Pre:  AGEC  201 or ECON  130.",3,Agribusiness,141565,{}
AGBU,450,Sust Agribus Island Food Syst,"This course focuses on the management, financial, and marketing functions of agribusiness firms with special emphasis on sustainable island food and energy systems, indigenous rural production and land resource management models for islands, including the Hawaiian ahupua‘a and Japanese Satoyama. Junior or Senior Status Recommended.",3,Agribusiness,141565,{}
AGEC,201,Agri Economics,Introduction to agriculture and resource economics and agri-business with application to Hawaiian agriculture (Micro-economics).,3,Agricultural Economics,141565,{}
AGEC,322,Marketing Ag Products,"Acquaints the student with the economic organization and operation of the food and fiber section of the U.S. and Hawaiian economy.  In two general parts, one provides a treatment of agricultural price analysis; the second examines the marketing system for agricultural inputs, farm products, and processing and distribution activities with emphasis on cooperative marketing.  Field trips to cooperative and other marketing firms.  Future trading. Pre: introductory course in economics or agricultural economics.",3,Agricultural Economics,141565,{}
AGEC,360,Tropical Bioeconomy,Introduction to core concepts and technologies of bioeconomy applications in the tropics with comparisons to temperate regions. Emphasis will be placed on the prospects of tropical plant biomass and algae to serve as renewable raw materials for a sustainable economy.,3,Agricultural Economics,141565,{}
AGEC,380,Environ Pol &amp; Mgt Hawn Nat Res,"Provides the student with an understanding of economic growth, resource scarcity and policy, environmental degradation, economic policy, property right and income distribution, institutional framework, benefit cost analysis and application of natural resource management in Hawaiʻi.",3,Agricultural Economics,141565,{}
AGRN,410,Soil-Plant Herbivore Interrltn,"The principles of plant competition and succession during the establishment and maintenance of herbaceous species and communities are related to soil, biotic, and microclimate factors and their interactions.  Ecological and nutritional principles embodying plant and animal factors in the utilization of herbaceous plants by livestock are established.  Research methodology in grassland systems also is presented.  Pre:  ANSC  141, BIOL  171 or HORT  262, or instructor's consent.",3,Agronomy,141565,{}
AJ,101,Intro to Admin of Justice,"This course focuses on history, philosophy, and language of the criminal justice system.  The role of law enforcement, prosecutor, public defender, courts, and corrections is examined.  Social aspects of change and how it affects the criminal justice system also explored. Pre:  Placement in ENG  100.  Offered in conjunction with Hawaiʻi Community College. (Attributes: DS)",3,Administration of Justice,141565,{}
AJ,103,Criminal Investigations I,"This is an introductory course in criminal investigations. The nature of investigations, fingerprint classification, the role of the laboratory, and specific offense investigation will be explored.  The class will also discuss interview and interrogation and search and seizure techniques.  Pre:  Placement in ENG  100.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,104,CSI: Violent Crime Forensics,"Advanced course work in forensic science (Legal Scientific Investigation), with its contributions to both Crime Scene Investigations and Laboratory Analysis. Specific field and laboratory investigative techniques in violent crimes and other major felonies will be explored. Pre:  AJ  103.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,150,The Correctional Process,"This course examines the history of punishment and corrections.  The class discusses laws, records, inmate classification, treatment programs, disciplinary procedures and supervisory techniques.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,170,Intro to Private Security,"This course surveys the concepts and issues in the administration of security.  Defines public versus private security roles for retail business, industry, and governmental agencies.  Provides an overview of the functions of various security activities.  Pre:  placement in ENG  100.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,180,Intro to Homeland Security,"An examination of the history of terrorism, focusing on the terrorists, who they are, and how they operate.  Responses to domestic and international terrorism will be discussed along with analyzing future trends.  Pre:  AJ  101. Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,208,Criminology,"This course explores crime and the body of knowledge regarding it as a social phenomenon.  An emphasis is placed on the analysis of crime, crime causation, crime variables, impact on society, and societal reactions to crime.  Pre:  placement in ENG  100. Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,210,Juvenile Justice,"This course focuses on principles and procedures of arrest, detention, petition, summons, records, and adjudication of the juvenile offender.  It introduces the organization and function of the police juvenile unit, community diversion practices and organization of the Family court. Pre:  placement in ENG  100.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,220,Constitutional Law,"The U.S. Constitution is examined as a basis of arrest, search, seizure, interrogation, use of force and civil rights.  U.S. Supreme Court cases and Hawaiʻi Court cases are examined to illustrate the court's interpretive process. Pre:  AJ  101.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,221,Criminal Law,"Studies history and philosophy of criminal law.  Examines United States Constitution, especially the Bill of Rights. Considers nature of law, legal institutions, criminal court procedures, and offenses against persons and property. Includes case briefs. Pre:  AJ  101.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,233,Police Organization &amp; Mgmt,"This course studies the principles of organization and administration of policing.  Overviews of operations and activities of various divisions, bureaus, training and selection procedures, planning, and research are discussed.  Pre:  placement in ENG  100.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,234,Police and Community Relations,This course acquaints the student with the role of police in government and the critical importance of effective community relations.  The dynamics of race relations and other current social problems that directly relate to the law enforcement community are explored. Pre:  placement in ENG  100.  Offered in conjunction with Hawaiʻi Community College.,3,Administration of Justice,141565,{}
AJ,250,Practice/Proced in Corrections,"This course will provide students with the basic training skills necessary to enhance their opportunities to secure a job in the high demand field of corrections. The course will focus on such areas as the history and philosophy of corrections, the role of the correctional officer, legal aspects of corrections, communication and writing skills, as well as basic security procedures. Pre:  AJ  101 and AJ  150.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,256,Domest Violence &amp; Child Abuse,"This course focuses on domestic violence and child abuse.  The cycle of violence, causes, effects and symptoms of child abuse will be explored.  Legal, public policy, criminal justice, health and social services responses and interventions to family, child and intimate partner abuse will be examined.  Pre:  placement in ENG  100. Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,280,Current Issues,"Examination of recent textual materials, government reports, and problems within the criminal justice system and how it affects change within American society and the world.  Includes preparation of a formal research essay.  Pre:  AJ  101 and ENG  100.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,285,Narcotics &amp; Organized Crime,"The identification of narcotics and dangerous drugs, their manufacture and distribution, effects on society, applicable Federal and state laws.  Vice and organized crime investigations, applicable laws, effects on individuals and society.  Pre:  ENG  100/100T, ESL  100/100T, or concurrent enrollment.  Offered in conjunction with Hawaiʻi Community College.",3,Administration of Justice,141565,{}
AJ,290B,AJ Practicum I,"With the cooperation of public and nonprofit agencies in the community, advanced students are placed in responsible positions where they earn credits for work performed.  Pre: AJ  101 and AJ  210 or AJ  256.  Coreq: AJ  280 or prior completion.  For ADJ Majors only.  Offered in conjunction with Hawaiʻi Community College.",3–6,Administration of Justice,141565,{}
AJ,290C,AJ Practicum II,"With the cooperation of public and nonprofit agencies in the community, advanced students are placed in responsible positions where they earn credits for work performed. Pre:  AJ  290B.  Offered in conjunction with Hawaiʻi Community College.",3–6,Administration of Justice,141565,{}
AJ,290D,AJ Practicum III,"With the cooperation of public and nonprofit agencies in the community, advanced students are placed in responsible positions where they earn credits for work performed.  Pre:  AJ  290C.  Offered in conjunction with Hawaiʻi Community College.",3–6,Administration of Justice,141565,{}
AJ,301,"Justice, Power, and Democracy","An examination of three central themes in the field of administration of justice: justice, power, and democracy. Topics covered include justice and injustice, power and powerlessness, and democracy and social change.",3,Administration of Justice,141565,{}
AJ,302,Capitalism &amp; Economic Justice,"An overview of the history, nature, and transformation of global capitalism, and the hierarchies and inequities associated with capitalist developments. Topics covered include the history of capitalism and its critics, alternative conceptions for economic life and economic justice, and possibilities for social transformation and equitable economic conditions.",3,Administration of Justice,141565,{}
AJ,303,Feminism and Justice,"An overview of the history and progression of modern feminist thought and practice, focusing on how different frameworks within feminist theory understand gender inequality and conceptualize justice. Topics covered include liberal, radical, intersectional, womanist, Indigenous, and Marxist/socialist feminisms.",3,Administration of Justice,141565,{}
AJ,304,Fascism and Authoritarianism,"An examination of the history and growth of political extremism in the U.S. and globally, the ideology and practice of fascism, and the potentiality for authoritarianism in liberal democracies.",3,Administration of Justice,141565,{}
AJ,305,Justice and the Environment,"An examination of theories of justice as they relate to environmental issues, with emphasis on the significance of animal-human relations, non-human interests, and complex ecosystems for imagining and practicing justice. Topics covered include ecological justice, environmental justice, anthropocentrism, ecocentrism, biocentrism, biodiversity, animal rights, and radical environmentalism.",3,Administration of Justice,141565,{}
AJ,307,Animal Cruelty,"An examination of animal cruelty and animal abuse in the United States, with emphasis on the treatment of domesticated and companion animals in society. Topics covered include the nature of animal-human relations, crimes against animals, animal protection laws, animal law enforcement, animal ethics, animal welfare, animal rights, and animal advocacy. (Attributes: GCC)",3,Administration of Justice,141565,{}
AJ,320,Crime and Society,"This course is designed to introduce students to the study of crime, its social construction, how it is controlled, who is victimized and different theories as to why we commit crime.",3,Administration of Justice,141565,{}
AJ,321,Policing and Punishment,"This course explores the interplay between policing, punishment, and political development. Focusing on the United States, the course asks two main questions. First, what role have policing and punishment played in the historical development of American political order and institutions? Second, how do policing and punishment shape contemporary political behavior and inequality? In addressing these questions, the goal for students to situate criminal justice institutions and practices in terms of broader political, economic, and social dynamics.",3,Administration of Justice,141565,{}
AJ,322,Criminal Justice,"An examination of the criminal justice system, its structure and its function, with emphasis on the disparate experiences as a result of race, class, or gender. Topics covered include how crime is defined, policing, courts, corrections, mass incarceration, collateral consequences, and class, racial and gendered disparities. Pre: AJ  101 or instructor's consent.",3,Administration of Justice,141565,{}
AJ,323,Criminal Law and Procedure,"This course addresses the basics of criminal law and procedure. Topics will include the fundamental principles of criminal law and procedure, how they were established, and how they are commonly practiced. Pre: AJ  101 or instructor's consent.",3,Administration of Justice,141565,{}
AJ,327,Global Crime,"This course explores the organization of global markets for illegal goods and services. Topics include the development of order and illegality, along with the ways in which the illicit movement of humans, natural resources, drugs, guns, and information help shape domestic patterns of violence, welfare, and prosperity.",3,Administration of Justice,141565,{}
AJ,330,Race and Violence,"This course studies the ways in which racial groupings and categorizations help shape patterns and instances of violence. To do so, the course explores theories of identity-based violence, the specific origins of racial classification systems, and the ways in which economic, political, social, and psychological processes link those systems to different forms of violence.",3,Administration of Justice,141565,{}
AJ,333,Indigenous Justice,"This course examines efforts by indigenous populations to pursue and promote justice. With a focus on North America and the Pacific, topics include traditional conceptions of justice, interactions with broader legal and economic systems, and the development of activism, education, and identity in response to injustices. (Attributes: HPP)",3,Administration of Justice,141565,{}
AJ,334,Indigenous Constitutional Law,"This course focuses on understanding Supreme Court cases involving Native Americans and Native Hawaiians. Topics will include political sovereignty, religious and cultural practices, land and water rights, and treaties. (Attributes: HPP)",3,Administration of Justice,141565,{}
AJ,340,Propaganda &amp; Justice in the US,"This course gives students an insight into the power of propaganda and how language influences how institutions and individuals define Justice. Topics covered include how information is presented, how attitudes and opinions are developed, and media literacy skills to help students navigate the modern media market.",3,Administration of Justice,141565,{}
AJ,360,Public Leadership &amp; Ethics,"A survey of ethics and leadership skills for public administrators and public managers. Topics covered include theories of leadership, professional standards, ethical principles, ethical responsibilities in a democratic society, and the application of leadership theories to public sector settings.",3,Administration of Justice,141565,{}
AJ,361,Advocacy and Criminal Justice,"An examination of contemporary issues related to the administration of justice, with emphasis on advocating for oppressed populations. Topics covered include advocacy campaigns, fundraising, legislative lobbying, coalition building, and community organizing. (Attributes: GCC)",3,Administration of Justice,141565,{}
AJ,362,Public Policy Analysis,"An introduction to public policy analysis for students planning careers in public agencies or non-profit service, focusing on the application of public policy models to examine public policy issues related to the administration of justice.",3,Administration of Justice,141565,{}
AJ,380,Research Methodology for AJ,The logic and techniques of social research as applicable to the field of Administration of Justice. Basic topics and techniques of social research methodology reviewed with an especial emphasis on applied research as suited to the Administration of Justice practice and policy making. Planning and conduct of research to be covered as well as the criteria for evaluating existing research for establishing policies and best practices. Pre: AJ  101 (Attributes: GQ),3,Administration of Justice,141565,{}
AJ,470,Seminar in Admin of Justice,Selected topics in administration of justice. Topics vary from semester to semester as announced. Pre: AJ  101,3,Administration of Justice,141565,{}
ANSC,141,Intro To An Science,"Introductory material related to animal science and livestock production including topics such as terms, body parts, wholesale cuts, breeds, digestion, feeding, reproduction, industry, and livestock breeding. (Attributes: DB)",3,Animal Science,141565,{}
ANSC,163,Intro Equine Sports &amp; Careers,"Overview of equine sports including english, western, rodeo, driving, and racing. Within each sport, potential career paths and their educational requirements will be reviewed.",3,Animal Science,141565,{}
ANSC,254,Fundamentals of Nutrition,"Comparative animal digestive systems and metabolism. Essential nutrients, their functions, mechanisms of action and interrelationships.  (Same as BIOL  254). (Attributes: DB, GCC)",3,Animal Science,141565,{}
ANSC,421,Intro to Veterinary Pharmacol,Introduction to the basic principles of veterinary pharmacology and major drug classes. Recommended: CHEM  272 and 273. Pre: CHEM  141 or higher,3,Animal Science,141565,{}
ANTH,112,Box Office Archaeology,"This course is an introductory level film-based consideration of archaeology and archaeologists. Various films, ranging from the 1930s to the present, are viewed, discussed and critiqued. The foci of inquiry are on how archaeology is portrayed in visual media through time, and how media have affected archaeology, the human past and  popular culture. The romanticized image of archaeology will be compared with scientific realities, specifically the nature of archaeological data, theory, field methods and analytical techniques.",3,Anthropology,141565,{}
ANTH,150,Humankind Emerging,"Our 4-field approach toward integrating various aspects of the human condition includes 1) biological, 2) cultural, 3) linguistics, and 4) archaeological. We view the world using this dynamic introduction to anthropological methods, theories, ethics, and by analyzing past populations, our close primate relatives, language and communication, sexuality, spirits and the supernatural, and contemporary issues. We make this course relevant to you by examining gender and cultural diversity, the meaning of family, food sustainability, and globalization. (Attributes: FGC)",3,Anthropology,141565,{}
ANTH,200,Cult Of World: Regional Survey,"The traditional cultures of various geographic areas of the world. Specific regions to be announced each semester: (b) Oceania, (c) East Asia, (d) South East Asia, (e) South Asia, (f) North America, (g) Africa, (h) South America, (i) Other. (May be repeated for credit if subletters are different) (Attributes: GAHP)",3,Anthropology,141565,{}
ANTH,205,Cultural Anthropology,"The course will provide you with a multicultural perspective on the world, and deepen your understanding from a global perspective by highlighting cultural and gender diversity, kinship patterns, and economic and political systems. (Previously ANTH  100) (Attributes: FGB)",3,Anthropology,141565,{}
ANTH,210,Archaeology,"Prehistoric archaeology; methods and techniques of excavation and analysis; brief survey of human's cultural growth in prehistoric times. Previously offered as ANTH  110. (Attributes: DS, HPP)",3,Anthropology,141565,{}
ANTH,215,Human Evolution,"The evolution of humans and their position among the primates. Human adaptation to the environment both in the past and present. Human variation and biomedical anthropology and explored. (Attributes: DB, DS)",3,Anthropology,141565,{}
ANTH,221,Intro to Language,"Linguistically oriented approaches to human behavior, including ethnolinguistics, sociolinguistics, and psycholinguistics. The way language functions in culture, society, and the cognitive processes. (Same as LING  221)",3,Anthropology,141565,{}
ANTH,300,Cultures of Oceania,"This course studies the societies of Polynesia, Micronesia and Melanesia.  It introduces students to the culture and people of these Pacific regions, the impact of contact with the West and the struggle to balance tradition and modernity in contemporary times.  (ANTH  357, Change in the Pacific, concentrates more on contemporary social and political issues). (Attributes: GAHP)",3,Anthropology,141565,{}
ANTH,310,Contemp Iss in Hawaiian Anth,"An examination of the social and political context in which Hawaiian archaeology is practiced.  Topics include indigenous anthropology, descendant communities, critical theory, and the politics of the past. (Attributes: GAHP)",3,Anthropology,141565,{}
ANTH,315,Ecological Anthropology,"Relationship of humans to their natural environment, particularly emphasizing the role of culture as a dynamic component in ecological systems.  Pre:  ANTH  150 or 215, or instructor's consent.",3,Anthropology,141565,{}
