course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"An extensive study of orchid identification, breeding, growth, and culture. Students are required to write a 10 to 15 page research report.",152,AG,Orchid Culture,Agriculture,141990,Lecture Hours: 3,3
"The course covers aquaculture, hydroponics, aquaponics, sustainable aquatic feed production, renewable local seeding technologies and micronutrient supplementation, fish and plant physiology, renewable energy systems, water catchment and conservation techniques, and best aquaponic food safety practices. The basic physical and biological principles governing sustainable farm and agribusiness operations are emphasized.",170,AG,Introduction to Aquaponics,Agriculture,141990,Lecture Hours: 3; Lab Hours: 3,4
"This course explores the various renewable energy systems potentially employable on small farms. Topics such as solar, solar thermal, wind, micro-hydraulic, biomass, and hybrid technologies are covered in the course.",171,AG,Farm Renewable Energy Systems,Agriculture,141990,Lecture Hours: 3,3
Topics related to diversified agriculture chosen by the Instructor. Course content may vary. May be repeated up to 5 credits with different topics.,192V,AG,Special Topics in Agriculture,Agriculture,141990,Lecture Hours: 1,1-4
"The goal of this course is to establish foundational knowledge of agroecosystems. Emphasis is on the interrelationship among the crop plants, essential plant nutrients, social factors, and cultural practices. Key goals are to introduce students to the broad range of topics covered within agroecosystems, as well technical writing in agricultural science, and oral discussion and argument.",202,AG,"Agriculture, Environment, and Society",Agriculture,141990,Lecture Hours: 3,3
"The goal of this course is to establish foundational knowledge of agroecosystems. Emphasis is on the interrelationship among the crop plants, essential plant nutrients, social factors, and cultural practices. Key goals are to introduce students to the broad range of topics covered within agroecosystems, as well as field and laboratory investigations in agroecology.",202L,AG,"Agriculture, Environment, and Society Laboratory",Agriculture,141990,Pre: Grade of C or better or concurrent enrollment in AG 202.; Lab Hours: 3,1
"Fundamentals of irrigation principles, plant, soil, water relationships, soil moisture sensing devices, delivery systems, set up of drip, sprinkler, and surface irrigation systems. Use of chemigation.",235,AG,Irrigation Principles and Design,Agriculture,141990,Lecture Hours: 3,3
"This course introduces students to the field of veterinary technology and describes the responsibilities and expectations for students enrolled in the program. Topics include: roles of the veterinary team members, legal and ethical aspects of veterinary practice, breeds of companion animals, safety, sanitation and waste-disposal protocols, and career fields in veterinary medicine.",140,ANSC,Introduction to Veterinary Technology,Animal Sciences,141990,Pre: Registration in or a grade “C” or better in ANSC 142 and ANSC 142L. Credit for or placement in ENG 100 and MATH 101. Confirmed attendance to Windward CC veterinary technology information session.; Lecture Hours: 3,3
"Introduction to the anatomy and physiology of domestic animals. Compares the anatomy and function of major body systems for the cat, dog and horse, with lesser emphasis on birds, reptiles and amphibians. This course is intended for students entering veterinary technology, veterinary assisting or other animal-related fields.",142,ANSC,Anatomy and Physiology of Domestic Animals,ANSC,141990,Pre: Registration in or a grade “C” or better in ANSC 140 and ANSC 142L. Credit for or placement in ENG 100 and MATH 101. Confirmed attendance to Windward CC veterinary technology information session.; Lecture Hours: 3,3
"Laboratory to accompany ANSC 142. This course is designed to acquaint the student with the body systems of common domestic species (e.g., cats, dogs, horses and birds) through dissections, examinations of models, laboratory exercises, and other hands-on activities. This course is intended for students entering veterinary technology, veterinary assisting or other animal-related fields.",142L,ANSC,Anatomy of Domestic Animals Laboratory,ANSC,141990,Pre: Registration in or a grade “C” or better in ANSC 140 and ANSC 142. Credit for or placement in ENG 100 and MATH 101. Confirmed attendance to Windward CC veterinary technology information session.; Lab Hours: 3,1
"Introduction to Medical Dosages and Calculation for Veterinary Technicians. This course is designed to present the information commonly referred to as posology, which is defined as the study of dose and dosage in the field of applied pharmacology. This course will include, but not be limited to, the following: general mathematics used by veterinary medical personnel involved in calculating dosages of common drugs, reading drug orders and labels, and calculating intravenous fluid rates. Students will learn systems of measure, drug orders, drug concentration, conversions and different methods of dose calculations. The goal of this course is that each student be confident and capable of calculating correct drug doses regardless of the physical form of the medication. This course requires a strong background in algebra, the metric system, and an understanding of word problems. It is intended for students entering veterinary technology, veterinary assisting or other animal-related fields.",143,ANSC,Medical Dosages and Calculations for Veterinary Technicians,ANSC,141990,Pre: Enrolled as a Veterinary Assisting Program student; Placement in Eng 100 and Math 100 level courses.; Lecture Hours: 3,3
"Provides students with the background knowledge needed to perform and interpret laboratory techniques commonly used in veterinary practice. Topics include: Homeostatic relationships, cytology, histology, parisitology and clinical physiology of major body systems. Includes a discussion of common disorders affecting major body systems and the techniques used for diagnosis. This course is intended for students entering veterinary technology, veterinary assisting or other animal-related fields.",151,ANSC,Clinical Laboratory Techniques,ANSC,141990,Pre: A grade of “C” or better in ANSC 142 and 142L.; Lecture Hours: 3,3
"Laboratory to accompany ANSC 151. Provides students with the knowledge and skills necessary to perform common veterinary lab tests including urinalysis, hematology, blood chemistry, cytology and parasitology. This course is intended for students entering veterinary technology, veterinary assisting or other animal-related fields.",151L,ANSC,Clinical Laboratory Techniques Lab,ANSC,141990,Pre: A grade of “C” or better in ANSC 142 and ANSC 142L.; Lab Hours: 3,1
"An introduction to the common diseases and medical care of companion animals. Topics include identification, clinical signs and symptoms, and treatment of diseases affecting companion animals. This course is intended for students entering veterinary technology or other animal-related fields.",152,ANSC,Companion Animal Diseases and Nutrition,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses.,3
"An introduction to the husbandry and medical care of companion animals. Topics include: safe animal handling techniques, medical records and obtaining patient information, nursing tasks such as bandaging, administering medications, and sample collection. This class also discusses nutritional requirements of dogs and cats in all life stages and toxic substances. This course is intended for students entering veterinary technology, veterinary assisting, or other animal-related fields.",153,ANSC,Companion Animal Nursing and Nutrition,ANSC,141990,Pre: Grade “C” or better in ANSC 142 and in ANSC 142L.; Lecture Hours: 3,3
"This course provides students with hands-on training in basic companion-animal exam and nursing skills. Topics include: animal restraint methods, medical charting and patient exam procedures, specimen collection, administration of medications, grooming and husbandry. This course is intended for students entering veterinary technology, veterinary assisting or other animal-related fields.",153L,ANSC,Companion Animal Nursing Lab,ANSC,141990,Pre: Grade “C” or better in ANSC 142 and ANSC 142L.; Lab Hours: 3,1
"Practical animal experience at veterinary clinics, zoos, research labs or other animal facilities. Topics covered may include restraint procedures, veinipuncture, vital signs assessment, radiological techniques, veterinary business and front-office procedures, routine nursing care and animal husbandry. This course is intended for students entering veterinary technology, veterinary assisting or other animal-related fields. Students participating in ANSC 190 are required to show proof of current health insurance and obtain a professional liability policy through their internship supervisor.",190,ANSC,Veterinary Clinical Practices and Internship I,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses.,3
"Veterinary Office and Computer Skills covers the support skills needed in a veterinary office. Because veterinary office skills are critical in the success or failure of a practice, this course will emphasize the following: client communication, public relations, ethical and legal procedures, bookkeeping functions, scheduling, records management, and telephone skills. Students will be introduced to one or more industry-standard veterinary software programs as well as word processing and spreadsheet software.",191,ANSC,Veterinary Office and Computer Skills,ANSC,141990,Pre: Registration in or a grade “C” or better in ANSC 142 and ANSC 142L. Credit for or placement in ENG 100 and MATH 101. Confirmed attendance to Windward CC veterinary technology information session.; Lecture Hours: 3,3
"This course covers the nature and use of x-ray technology in veterinary technology. Students are also given an overview of alternative imaging techniques (ultrasound, CT scans, and digital radiography), as well as an introduction to the radiography of large animals and exotics.",252,ANSC,Diagnostic Imaging for Veterinary Technicians,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses.; Lecture Hours: 3,3
This lab trains students to safely and effectively use x-ray technology to obtain diagnostic radiographs of the skeletal- and soft anatomy of companion animals.,252L,ANSC,Diagnostic Imaging for Veterinary Technicians Lab,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lab Hours: 3,1
"This course is designed to give students a practical knowledge of drugs used in veterinary medicine. Topics include drug classification, methods of action, calculations, administration, effects and side effects. Also includes a discussion of client education, drug safety, and federal regulations governing the purchase and storage of controlled drugs. Upon successful completion, students will be able to properly calculate, dispense, and administer medications, recognize adverse reactions and maintain pharmaceutical inventory and administrative records. This course is intended for students entering veterinary technology, veterinary assisting, or other animal-related fields.",253,ANSC,Applied Pharmacology for Veterinary Technicians,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses.; Lecture Hours: 3,3
"A continuation of ANSC 151& 151L, this course provides students with additional instruction and hands-on experience with laboratory tests commonly used in veterinary practice. Topics include: 1) identification of internal parasites, 2) performance and evaluation of microbiologic and serologic tests, 3) collection & evaluation of cytological samples, 4) veterinary necropsy procedures. Included in this course is a review of the anatomy and physiology of major body systems and an overview of common diseases seen in veterinary practice. This course is intended for students entering veterinary assisting, veterinary technology or other animal-related fields.",258,ANSC,Clinical Laboratory Techniques II,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lecture Hours: 3,3
"A continuation of ANSC 151 and 151L, this course provides students with additional instruction and hands-on experience with laboratory tests commonly used in veterinary practice. Topics include: 1) identification of internal parasites 2) performance and evaluation of microbiologic and serologic tests, 3) collection & evaluation of cytological samples 4) veterinary necropsy procedures. Included in this course is a review of the anatomy and physiology of major body systems and an overview of common diseases seen in veterinary practice. This course is intended for students entering veterinary assisting, veterinary technology or other animal-related fields.",258L,ANSC,Clinical Laboratory Techniques II Lab,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lab Hours: 3,1
"This course will focus on dental anatomy, common dental diseases, and basic dental procedures. Topics will include proper charting, routine periodontal care, anesthesia, patient monitoring, analgesia, post-op concerns, and homecare for clients. Dental equipment and instruments will be reviewed in preparation for the concurrent lab (ANSC 261L).",261,ANSC,Anesthesiology and Dentistry for Veterinary Technicians,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lecture Hours: 3,3
"This course will focus on the clinical skills necessary for safe and effective anesthesia and dental prophylaxis of companion animal patients (dogs and cats). Skills such as intravenous catheter placement, endotracheal intubation, patient preparation and monitoring, and dental prophylaxis under general anesthesia will be stressed. The use and side effects of commonly used sedatives, analgesics and anesthetics will be covered. Postoperative procedures include patient monitoring and charting as well as client education for postoperative care.",261L,ANSC,Anesthesiology and Veterinary Dentistry for Veterinary Technicians Lab,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lab Hours: 6,2
"The student will learn techniques in large animal restraint, husbandry and clinical procedures and be provided some introduction to relevant large animal diseases. Biosecurity and public health will be discussed as they apply to large animal health care and husbandry. The course is appropriate for those entering animal husbandry, veterinary assisting, veterinary technology or animal science fields.",262,ANSC,Clinical Procedures for Large Animals,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lecture Hours: 3,3
"The student will learn techniques in large animal restraint, husbandry and clinical procedures and be provided some introduction to relevant large animal diseases. Biosecurity and public health will be discussed as they apply to large animal health care and husbandry. The course is appropriate for those entering animal husbandry, veterinary assisting, veterinary technology or animal science fields.",262L,ANSC,Clinical Procedures for Large Animals Lab,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lab Hours: 3,1
"Introduction to the husbandry, care and use of exotics and laboratory animals. Includes discussion in common diseases, biosecurity, and public health as they apply to a wide variety of species, including those found in Hawaii and beyond. This course is intended for students entering lab animal medicine, veterinary technology, veterinary assisting or other animal-related fields.",263,ANSC,Exotic and Laboratory Animal Procedures,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses.; Lecture Hours: 3,3
"Laboratory to accompany ANSC 263. Provides student training in restraint and handling, health assessment, and nursing skills of exotic and laboratory animal species. This course is intended for students entering lab animal medicine, veterinary technology, veterinary assisting or other animal-related fields.",263L,ANSC,Exotic and Laboratory Animal Procedures Lab,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses.; Lab Hours: 3,1
"A continuation of ANSC 190, this course provides veterinary technology students with additional practical experience in a clinical setting. Topics covered include: advanced sample collection & handling techniques, dentistry, administration of medications, anesthesiology & surgical assisting, and advanced nursing techniques. Emphasis is placed on integrating classroom learning with practical work experience.",266,ANSC,Veterinary Clinical Practices & Internship II,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses.,3
"This course will focus on the clinical skills necessary for safe and effective anesthesia and surgery of companion animal patients (dogs and cats). Skills such as intravenous catheter placement, proper endotracheal intubation, patient and surgical site preparation, and patient monitoring under general anesthesia will be stressed. The use and side effects of commonly used sedatives, analgesics and anesthetics will be covered. Postoperative procedures include patient monitoring and charting as well as client education for postoperative care.",271,ANSC,Anesthesiology and Surgical Nursing for Veterinary Technicians,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lecture Hours: 3,3
"This course prepares students for the Veterinary Technician National Exam (VTNE). Topics include test-taking strategies, formation of a study plan, and a review of topics from previous veterinary technology courses. Students enrolled in this course will develop essential test-taking skills by completing practice exams covering all major topics of the Windward CC veterinary technology curriculum.",290,ANSC,Veterinary Technician Exam Review,ANSC,141990,Pre: Admission in the Veterinary Technology Program and a grade of “C” or better in all completed ANSC courses; Lecture Hours: 1,1
This course is an introduction to human biological evolution and the archaeology of culture in the world prior to AD 1500.,151,ANTH,Emerging Humanity,Anthropology,141990,Lecture Hours: 3,3
"Introduction to cultural anthropology. This course explores how humans create, understand, order and modify their natural, social, supernatural and physical environments, and make meaning and order.",152,ANTH,Culture and Humanity,Anthropology,141990,Lecture Hours: 3,3
"Provides students with an understanding of surf culture in the Pacific Basin. Environmental and cultural factors are assessed in relation to surfing’s development in Polynesia, integration into Hawaiian culture, decline due to Western influence, and revitalization as a modern recreational activity. The modern surfing industry is also assessed through a cultural perspective that analyzes business practices utilized by surfing organizations today.",175,ANTH,Polynesian Surf Culture,Anthropology,141990,Lecture Hours: 3,3
"Complements the lecture materials presented in the ANTH 175. Provides students with an understanding of surf culture in the Pacific Basin using O‘ahu as a model for understanding ancient and modern surfing culture in Hawai‘i. Field activities include surfing demonstrations and instruction, opportunities to speak with local cultural informants, and fieldtrips to various museums to learn about Hawai‘i’s surfing heritage. A coastal tour of O‘ahu will be made to study the history of several major surf breaks.",175L,ANTH,Surf Culture Field Lab,Anthropology,141990,Pre: Credit for or registration in ANTH 175.; Lab Hours: 3,1
This course is an introduction to prehistoric archaeology providing a overview of methods and techniques of excavation and laboratory analysis and a brief survey of theory in relation to change and diversity in prehistoric human groups.,210,ANTH,Archaeology,Anthropology,141990,Lecture Hours: 3,3
"Students will investigate important topics, issues, or subfields within the discipline of Anthropology. May be repeated up to 9 credits with different topics.",296,ANTH,Special Topics in Anthropology,Anthropology,141990,Pre: “C” or better in ANTH 151 or ANTH 152; Lecture Hours: 3,3
"Survey of possibilities of small scale aquaculture. Application of basic biological and ecological concepts and theories to the selection, planning and design of small scale aquaculture systems.",106,AQUA,Small Scale Aquaculture,Aquaculture,141990,Lecture Hours: 3,3
"Companion laboratory to AQUA 106, Small Scale Aquaculture. Practical, hands-on experiences in small scale aquaculture. Laboratory/field trip class.",106L,AQUA,Small Scale Aquaculture Laboratory,Aquaculture,141990,Pre: Credit for or registration in AQUA 106.; Lab Hours: 3,1
"An introduction to algal biology and sustainable cultivation for both limu (macroalgae) and microalgae. Students are introduced to water and nutrient cycling, water testing methods, algae anatomy and chemical structure as they relate to potential products from algae. Student will engage in a deep dive into photosystems and photosynthesis is also provided. In addition, a practical focus on water pumping and filtration systems, carpentry and plumbing will be taught.",110,AQUA,Introduction to Algae Cultivation,Aquaculture,141990,Lecture Hours: 3,3
"An introduction to algal biology and sustainable cultivation. Students are introduced to media preparation, sterile technique, culture inoculation, and microscopy through hands on instruction/experiential learning activities. Students scale-up from isolated strains to 10-liter photobioreactors. Standard monitoring equipment is also introduced for the analysis of water and media chemistry, monitoring algal growth rates, and troubleshooting. Data collection, record keeping, and safety are emphasized throughout the course. If possible, students will be exposed to algae cultivation facilities in operation.",110L,AQUA,Introduction to Algae Cultivation Lab,Aquaculture,141990,Pre: Grade of C or better or registration in AQUA 110.; Lab Hours: 3,1
"An introduction into the history, development, biology and ecology, management, restoration, and future of Hawaiian fishponds. This course will study traditional Hawaiian fishponds, merging traditional knowledge with the principles of modern Western science.",201,AQUA,The Hawai‘i Fishpond,Aquaculture,141990,Lecture Hours: 3,3
"An introduction into the history, development, biology and ecology, management, restoration, and future of Hawaiian fishponds. This course will study traditional Hawaiian fishponds, merging traditional knowledge with the principles of modern Western science.",201L,AQUA,The Hawai‘i Fishpond Lab,Aquaculture,141990,Pre: Credit for or registration in AQUA 201 or consent of instructor.; Lab Hours: 3,1
Art101 is an introductory course that focuses on the question “What is the nature of visual art?” and the forms and conditions under which art is expressed. Projects will be required. Independent field trips to art galleries may be required.,101,ART,Introduction to the Visual Arts,Art,141990,Lecture Hours: 3,3
Studio experience mainly for non-majors. An introduction to printmaking providing experience in the development of skills used in designing for screen printing on paper. Includes skill in photo screening. May be repeated up to 6 credits.,104D,ART,Introduction to Printmaking/Screen Printing,Art,141990,,3
"Studio experience mainly for no majors. An introduction to clay as an art medium. Emphasis on basic handbuilding techniques, three-dimensional concepts in clay, glazing, decorating and firing kilns. NOTE: Art Majors: ART 105B and ART 105C must both be taken to receive equivalency at UH Mānoa as an art elective. Liberal Arts Students: ART 105B or ART 105C will transfer to fulfill the Humanities DA core requirements.",105B,ART,Introduction to Ceramics–handbuilding,ART,141990,,3
"Studio experience mainly for non-majors. Introduction to the potter’s wheel. Emphasis on techniques of forming basic wheelthrown shapes on the electric or kick wheel. Emphasis also on decorating, glazing, and firing of ceramic pieces. NOTE: Art Majors: ART 105B and ART 105C must both be taken to receive equivalency at UH Mānoa as an art elective. Liberal Arts Students: ART 105B or ART 105C will transfer to fulfill the Humanities DA core requirements.",105C,ART,Introduction to Ceramics–wheelthrowing,ART,141990,,3
Studio experience mainly for non-majors. An introduction to black and white photography emphasizing a variety of picture-making techniques. Student must have film camera with adjustable shutter speeds and aperture settings.,107,ART,Introduction to Photography,ART,141990,,3
"ART 107D is an introduction to digital photography using digital cameras and basic image editing software that emphasizes a variety of picture-making techniques, including the technical and aesthetic considerations needed for artistic expression and entry into photographic professions or the digital media workplace. Examines the broad functions of digital photography within contemporary society and cultivates understanding in the language of image making, equally relevant for both makers and consumers. Student must have access to a digital camera with manual control over shutter speeds and aperture settings. Studio experience for Art majors and non-majors.",107D,ART,Intro to Digital Photography,ART,141990,Pre: Student must have access to a digital camera with manual control over shutter speeds and aperture settings.,3
"Art 108 is a studio course, which includes drawing and an introduction to acrylic painting techniques, with an emphasis on acrylic painting. Course content will also emphasize composition and color theory. May be repeated up to 6 credits.",108,ART,Elementary Studio: Drawing and Painting,ART,141990,,3
Art 111 is an introduction to watercolor painting materials and techniques. May be repeated up to 6 credits.,111,ART,Introduction to Watercolor Painting,ART,141990,,3
ART 112 is a studio introduction to digital technology and its applications to the production of visual art. Emphasis will also be placed on developing an aesthetic criteria for evaluation.,112,ART,Introduction to Digital Art,ART,141990,,3
"Art113 is an introduction to the materials and techniques of drawing, focusing online drawing, rendering, and the use of perspective. This course will include the study of the drawings of old and modern masters. May be repeated up to 6 credits.",113,ART,Introduction to Drawing,ART,141990,,3
Art 114 is an introductory course focusing on color theory and the application of color as related to studio art practice.,114,ART,Introduction to Color,ART,141990,,3
"Art 115 is an introductory course, which focuses on the basic design concepts, elements and principles of art. This course emphasizes projects in basic two-dimensional design.",115,ART,Introduction to 2D Design,ART,141990,Pre: ART 101,3
"Focuses on building three-dimensional structures and basic sculptural forms using various approaches and materials, as well as the designing of creative environments. The student’s awareness of the natural order and the aesthetic aspect of design is broadened and the student learns the use of texture, volume, color, temperature, proportion, space, time and movement in a three-dimensional form.",116,ART,Introduction to Three-Dimensional Composition,ART,141990,,3
Art 123 is an introduction to the materials and techniques of oil painting. Classical painting techniques will be emphasized. May be repeated up to 6 credits.,123,ART,Introduction to Oil Painting,ART,141990,"Pre: ART 101, 113 and 114",3
"This course explores introductory level conceptual and technical topics in 3D computer graphics. Autodesk Maya and related applications will be utilized to develop projects which integrate 3D modeling, UV layout, texture mapping, lighting, and rendering. (Cross-listed as CM 126)",126,ART,3D Computer Graphics I,ART,141990,Pre: A grade of C or better in ART 112 or consent of instructor.,3
"Introduction to expressive explorations in the use of kiln-formed, fusible-sheet glasses and enameling on glass.",131,ART,Introduction to Fused Glass,ART,141990,,3
"Art produced in Asia, Africa, Native America, Europe, and the Pacific Islands, from prehistory to the 15th century. Religious and philosophical ideas expressed in architecture, painting, prints, sculpture, applied art, body art, and textiles.",175,ART,Survey of Global Art,ART,141990,Lecture Hours: 3,3
"Art produced in Asia, Africa, Native America, Europe, and the Pacific Islands, from the 15th century to the present. Religious and philosophical ideas expressed in architecture, painting, prints, sculpture, applied art, body art, and textiles.",176,ART,Survey of Global Art II,ART,141990,Lecture Hours: 3,3
"An integrated beginning studio art course, which offers students the opportunity to understand and express Hawaiian cultural perspective through contemporary visual arts activities.",189,ART,Introduction to Hawaiian Art,ART,141990,,3
"Combined theory and practice examining major techniques, concepts, and aesthetics in contemporary digital image production. Direct studio experience in essential software, printing techniques and hardware necessary in producing the gallery quality inkjet print.",202,ART,Introduction to Digital Imaging,ART,141990,,3
Basic techniques and aesthetics of black and white photography; the camera as a tool for communication and self expression. Student must have a film camera with adjustable shutter speeds and aperture settings. Up to 6 credits applicable toward A.A. degree.,207,ART,Intermediate Photography: Black and White,ART,141990,,3
"Color in photography emphasizing communication and self-expression. Lectures, demonstrations and projects. Student must have film camera with adjustable shutter speeds and aperture settings.",208,ART,Intermediate Photography: Color Studio,ART,141990,"Pre: Credit for ART 101 and 107, or consent of instructor.",3
"Art 213 is a continuation and development of drawing ideas and skills introduced in Art 113. A variety of materials, techniques and concepts are explored, particularly pertaining to drawing concepts unique to the 20th century. Portraiture will also be introduced. May be repeated up to 6 credits.",213,ART,Intermediate Drawing,ART,141990,,3
"Art 214 is an introductory figure drawing course. Anatomical construction, light, space, diagrammatic analysis, and thematic content will be studied through the drawing process. May be repeated up to 6 credits.",214,ART,Introduction to Life Drawing,ART,141990,Pre: Credit for ART 113 or consent of instructor.,3
"Art 220 is an intensive course of study in the classical techniques of drawing and painting. Cast drawing, portraiture and figure painting will be the focus of instruction. The Windward Atelier is designed primarily for those students who have some prior studio experience in drawing; however, students of all skill levels are welcome.",220,ART,The Windward Atelier (AKA Atelier Hawai‘i) Intensive Study in Drawing and Painting,ART,141990,,6
Survey of late 19th and early 20th century studio practice. Completion of paintings which concentrate on historical styles as well as on a more personal direction. May be repeated for up to 6 credits.,223,ART,Intermediate Painting,ART,141990,Pre: Credit for ART 123 or consent of instructor.,3
"Art 224 is a survey of the figurative tradition of painting, using the model as the primary subject matter. This course is an intensive studio experience of painting from the model. May be repeated up to 6 credits.",224,ART,Painting from Life,ART,141990,"Pre: Credit for ART 123 and 214, or consent of instructor.",3
"Development of handbuilding techniques, sculptural and vessel concepts, and surface treatment and glazing. May be repeated up to 6 credits. NOTE: Art Majors: ART 243 and 244 must both be taken to receive equivalency at UH Mānoa as ART 242, Introduction to Ceramics.",243,ART,Intermediate Ceramics–handbuilding,ART,141990,Pre: Credit for ART 105B or consent of instructor,3
"Development of wheelthrowing techniques, vessel and structural concepts, and surface treatment and glazing. May be repeated up to 6 credits. NOTE: Art Majors: ART 243 and 244 must both be taken to receive equivalency at UH Mānoa as ART 242, Introduction to Ceramics.",244,ART,Intermediate Ceramics–wheelthrowing,ART,141990,"Pre: Credit for ART 105C, or consent of instructor",3
"ART 251 is an introduction to mold making techniques and their application in the creation of functional ceramics and sculptural objects. Emphasis on the fabrication of various types of plaster molds from original and “found” objects, pressing and casting forms from molds in clay and other non-metal media, and various finishing techniques including glazing and firing. May be repeated up to 6 credits.",251,ART,Mold Making for Ceramics and Sculpture,ART,141990,,3
"Modeling the human figure in clay, with emphasis on the basic skeletal structure and muscles in relation to surface modulation, proportion, volume and gesture. May be repeated up to 6 credits.",253,ART,Sculpture–Figure Modeling,ART,141990,,3
Design theory and techniques for presentation of artwork and mounting an exhibition. May be repeated up to 6 credits.,260,ART,Gallery Design and Management,ART,141990,,3
"An on-site study of the art/architecture of a designated location(s), using lectures and discussions and/or an art studio medium as a tool to analyze, understand and appreciate the development of this region’s art/architecture.",269V,ART,"Study Abroad (Designated Region, Variable Credit)",ART,141990,,1-6
Introduction to the astronomical universe for non-science students.,110,ASTR,Survey of Astronomy,Astronomy,141990,,3
Demonstration of astronomical principles through laboratory observations and analysis of astronomical data. Not required for ASTR 110.,110L,ASTR,Survey of Astronomy Lab,Astronomy,141990,,1
"Introduction to the interdisciplinary study of cultures and astronomy for non-science majors. Topics include naked-eye astronomy, myths and rituals, calendar systems, architectural alignments and navigation.",130,ASTR,Introduction to Archaeoastronomy,ASTR,141990,Lecture Hours: 3,3
"This is a general introductory course to rocket science. Principles of propulsion, aerodynamics, and safety protocols for design and ground operations are stressed.",170,ASTR,Introduction to Rocketry,ASTR,141990,Lecture Hours: 3,3
